data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,type
210.76,196.67,178.51,164.03,163.93,190.24,189.51,220.41,243.04,452.57,430.99,383.47,197.49,352.82,247.67,237.23,42947,43868,38647,33355,32449,36609,39397,37172,45613,66978,82365,67280,36536,51048,43354,42989,1
203.9,186.41,173.88,175.97,165.7,198.12,201.58,195.01,232.89,408.34,367.37,378.77,202.83,367.84,238.39,212.89,40726,43889,38113,33733,32269,36432,40867,36021,44467,65356,76575,66234,36648,52174,42385,39827,1
189.14,183.05,175.4,161.54,168.99,202.39,205.63,218.26,222.82,467.67,375.47,385.04,203.21,364.56,240.14,217.53,38447,40846,37922,28430,31585,36988,42714,39142,45192,71844,73151,65512,38747,51931,41729,39324,1
187.08,188.39,182.71,172.86,163.14,197.93,205.54,206.34,209.25,492.5,399.99,376.54,203.47,358.4,217.74,204.03,39204,42582,38064,30190,29662,36291,43731,37983,46742,75287,78060,68093,37594,52429,38218,36950,1
198.32,196.48,194.88,186.2,159.22,194.09,199.89,208.54,207.34,521.53,418.7,378.15,192.57,348.29,210.7,204.73,41596,41964,39918,31031,27920,37372,42233,37300,45288,78806,81379,70276,34870,50393,37363,36904,1
195.83,189.44,200.48,191.98,158.08,196.6,198.14,206.24,217.98,491.02,403.72,362.42,214.27,353.81,216.8,201.54,42539,40538,41814,33306,28018,38493,39179,36310,43530,72922,81933,64962,32689,51280,38198,35462,1
208.02,187.71,203.08,183.91,146.67,197.17,225.68,206.73,218.97,446.4,395.93,355.05,237.87,350.1,251.52,213.94,43457,40752,43613,32554,27133,39133,41851,36218,41607,65743,77323,60909,33929,50148,42250,36517,1
190.48,186.44,188.84,169.46,146.14,191.76,221.08,199.81,221.61,374.02,373.42,339.97,234.24,344.86,245.46,202.28,40172,41926,41545,30608,28213,37309,40990,35337,40121,56796,70946,57693,33606,48415,39839,34878,1
189.38,176.55,176.36,159.74,145.43,182.77,220.82,197.11,231.47,356.41,348.81,339.01,209.65,346.22,257.42,227.18,37611,39128,39971,27891,26853,34343,42639,31946,39137,58062,65778,59197,32950,45244,39804,37376,1
297.02,291.26,212.1,223.55,212.28,262.53,222.03,272.07,317.96,770.35,567.63,460.12,258.47,488.98,280.82,282.01,61569,62314,52059,46528,42230,50536,48803,51780,69478,1.06E+05,1.08E+05,89707,50126,74401,51259,52509,1
303.16,273.71,231.14,246.08,217.45,260.33,249.65,279.45,298.64,682.96,545.68,432.78,244.21,491.53,269.3,255.25,58828,57717,55651,48456,42360,49992,51010,53790,65998,97592,1.07E+05,88462,49086,73601,50728,49970,1
280.72,249.75,224.4,222.95,209.7,276.76,256.88,264.44,287.93,669.23,520.47,433.16,222.73,441.71,252.11,240.68,56368,55467,55065,45003,40255,52790,50968,54006,61909,90976,1.06E+05,87470,46715,69130,48098,48585,1
253.66,236.64,234.68,227.29,201.32,258.93,270.88,279.1,274.33,567.19,472.4,431.16,202.73,414.28,242.8,225.33,51056,54561,55384,43472,38358,50166,52734,54955,60816,86532,1.04E+05,90265,44070,64559,46889,46493,1
249.19,251.7,202.75,207.42,181.74,247.85,241.28,274.88,273.54,610.44,447.54,435.2,220.9,402.69,244.42,213.93,51588,52990,48068,39620,34334,46376,48537,49396,56975,87785,92362,87462,43414,63122,46297,44516,1
231.98,247.48,207.42,230.49,169.42,212.64,244.33,290.69,254.62,555.19,438.66,430.89,225.5,401.69,237.6,214.36,46829,53113,47206,41385,33718,42077,48475,48665,53016,86344,89589,87868,42635,58765,44823,42573,1
250.61,249.74,214.23,233.56,183.11,208.26,238.15,282.12,245.72,552.43,430.94,431.01,225.75,406.44,240.54,206.98,51058,52026,49349,42207,36214,42541,46723,48260,49671,80801,86360,85990,44339,58854,45265,40526,1
237.5,215.92,222.31,228.25,181.6,207.16,246.1,268.88,234.25,454.29,431.7,452.38,215.07,390.29,229.74,215.47,50449,49911,50590,40890,36824,42530,47535,47281,49599,71384,89543,87408,43456,55605,43252,40007,1
242.61,230.42,215.03,215.14,190.49,227.85,219.33,247.57,250.93,426.81,398.48,429.36,220.82,393.71,221.59,205.01,52273,50349,47404,40193,37970,44153,45120,43357,48940,64796,83141,78973,41316,58063,41365,37305,1
239.44,230.01,201.02,211.22,186.47,225.93,224.48,234.66,239.75,472.37,415.86,415.31,234.23,398.14,212.78,203.46,50296,51361,44593,38728,36800,43578,44964,41768,49069,73006,83967,76289,40659,60899,41220,37724,1
221.86,242.62,186.87,208.84,183.79,227.11,228.73,233.76,248.07,520.52,407.55,378.35,221.01,395.11,232.9,197.92,46155,50943,42233,38670,34850,43082,46064,43287,48629,79813,81674,73727,38888,60918,42996,38052,1
238.09,228.01,191.65,200.42,173.44,225.95,255.59,251.94,250.27,544.6,445.31,386.31,210.47,410.07,253.42,231.38,47964,49531,42695,36822,31895,41758,47124,43626,48674,83319,82464,77894,38303,60944,45032,42870,1
213.97,228.58,188.11,188.99,162.75,228.14,249.54,253.16,249.53,527.45,432.82,399.08,215.04,414.84,251.32,234.02,45832,48802,40862,34929,30707,41355,48172,43933,48118,78766,77330,77356,38616,60888,44471,44228,1
234.54,217.39,189.5,184.12,176.1,225.22,251.98,266.69,236.8,489.48,413.14,394.72,218.73,425.43,229.54,231.45,47078,49267,41641,33086,31813,41650,47493,45793,46766,71921,74088,74036,37682,61240,43236,44197,1
227.98,217.67,194.21,176.77,170.25,202.35,213.52,242.28,243.34,489.45,402.62,418.5,229.72,385.54,218.08,207.16,45502,47331,43459,33139,30587,40702,42912,42987,49569,71477,74554,74710,41034,60538,44199,42213,1
240.81,201.88,189.81,162.41,157.84,198.76,201.71,243.53,239.03,472.82,397.92,359.95,208.1,356.67,233.87,203.39,46766,43810,43539,32448,28020,39471,41981,40978,47089,66763,75238,65204,37114,53972,42661,38209,1
220.27,200.68,192.32,165.76,155.46,203.23,199.99,227.31,248.23,456.74,386.39,373.44,221.32,409.82,244.81,205.92,44108,40858,42949,33084,27462,39188,41045,38653,46982,64086,73660,67276,38104,57841,41223,36189,1
214.17,192.92,183.07,152.58,155.56,206.75,210.46,238.97,219.92,458.58,345.99,346.68,219.28,435.39,276.27,203.1,40878,40328,40992,29678,27726,37572,42268,40846,42659,62736,66176,60849,35232,55735,41003,35285,1
203.51,191.82,179.33,163.04,160.34,223.92,209,225.74,235.92,446.92,354.83,377.88,229.38,437.17,291.61,209.37,39171,39837,39288,29740,28713,39230,39127,39026,44762,63804,67870,65176,37855,56661,43182,37369,1
217.4,208.3,170.56,163.76,161.55,214,203.54,211.06,249.37,451.1,366.93,369.67,215.1,374.47,293.7,197.87,41470,41877,38643,29615,29696,38795,37962,38127,46733,64505,70641,65342,36669,51397,43783,35215,1
197.43,217.5,166.52,160.53,157.94,205.62,202.47,193.5,237.03,406.18,376.54,326.09,190.75,329.21,255.87,188.65,40167,41417,36986,30421,29210,38516,36248,36593,44013,62781,71929,62937,35891,47910,38496,32283,1
193.11,234.9,166.2,161.26,157.66,184.99,222.64,206,226.97,393.66,377.37,302.5,175.07,317.47,229.13,180.97,39667,43939,35048,31923,28203,36502,40806,37972,41941,61978,70577,62282,33307,48241,37567,32311,1
172.06,230.47,168.85,157.99,147.55,199.44,215.06,202.96,188.43,353.21,357.02,285.68,164.75,334.54,223.82,177.9,36532,44290,33704,31804,28210,36864,40794,37908,38009,58132,65728,58465,32194,51449,36779,32438,1
175.73,217.33,165.29,158.85,137.14,213.27,212.55,189.15,188.1,349.82,341.99,287.35,176.16,311.24,221.6,174.4,35986,43236,32920,30807,26875,39019,42451,36150,38486,57607,64667,57575,31340,52472,39726,33426,1
168.3,204.75,153.01,144.83,150.32,217.06,192.14,167.75,168.96,336.15,294.04,296.95,185.2,304.87,227.06,171.03,32220,40668,33463,28424,28386,39679,38936,35117,35912,52972,57489,55698,32782,52680,39119,31145,1
166.72,200.64,160.03,147.05,159.36,207.89,199.18,165.75,184.39,336.39,306.83,282.53,199.5,336.3,236.01,173.16,31832,40450,36189,29296,27704,40559,39494,32983,35917,54805,59133,52785,34868,51997,39692,29771,1
176.99,202.77,154.03,153.73,164.57,221.18,202.74,186.91,189.08,352.81,325.86,312.05,185.5,409.46,244.41,172.43,31719,39752,34827,28820,27286,39074,40456,33306,36596,52218,58880,53096,32859,54776,37985,28774,1
170.5,190.44,164.52,169.55,152.57,216.75,206.2,202.03,202.37,353.29,330.06,318.83,188.78,457.51,244.36,188.86,31716,36786,34322,29936,25283,38281,38863,31604,38541,51463,60016,55817,32701,57953,37731,29474,1
170.01,189.71,157.66,168.84,145.89,225.36,199.25,203.93,192.75,368.74,326.93,328.78,189.26,436.51,236.76,187.02,31078,35668,32563,29683,26258,38908,39256,31872,37971,50363,57597,57396,31741,55914,37685,29899,1
158.63,192.5,160.8,157.97,142.16,211.83,189.58,187.94,181.64,331.07,301.35,300.37,195.79,394.28,233.88,183.72,31919,37065,34560,29259,26127,39740,37571,30961,37754,49070,58298,56640,33536,51992,36820,29419,1
171.94,194.42,153.61,142.05,142.55,213.42,207.27,158.79,158.34,314.43,299.47,254.58,182.62,318.33,214.82,156.72,34790,39637,33230,27417,27175,40804,40841,29939,34299,51084,56007,49102,32010,44820,35634,29004,1
389.02,380.56,303.33,301.33,262.58,258.23,315.33,418.13,450.01,914.17,703.49,601.86,272.2,558.72,295.47,414.13,81142,84138,62845,50320,49021,53297,68823,72172,98373,1.38E+05,1.44E+05,1.07E+05,51065,79684,59154,82284,1
377.53,372.85,293.92,300.47,264.28,266.44,300.08,381.78,436.49,933.91,706.05,628.16,280.53,587.83,304.93,363.34,76703,82990,63616,51708,48299,51832,66849,69238,97232,1.43E+05,1.43E+05,1.11E+05,53392,81840,58239,72409,1
364.1,368.5,268.44,276.15,290.24,258.55,282.59,334.92,406.72,1012,706.47,632.35,295.68,520.42,289.95,329.15,73645,80998,60282,50037,50730,49348,58531,63830,90611,1.46E+05,1.39E+05,1.12E+05,56315,73766,55932,67176,1
370.53,357.41,262.54,266.19,269.8,279.11,281.77,349.87,408.44,1004.9,615.81,680.2,297.43,495.69,305.41,315.58,77531,79020,61379,51941,48048,51787,58205,64037,88295,1.46E+05,1.20E+05,1.15E+05,55102,69036,57007,62822,1
334.03,334.79,232.23,238.18,236.39,274.9,265.37,329.61,374,968.35,600.58,638.91,275.92,464.27,295,340.97,70129,75096,54236,49139,44465,51837,52793,61034,80684,1.43E+05,1.18E+05,1.09E+05,50940,67635,56025,65572,1
329.59,300.21,226.85,226.18,206.39,259.07,241.86,321.93,346.57,913.55,554.3,581.1,244.81,431.48,287.51,314.39,69680,67546,52102,46489,39583,47262,49683,58779,76102,1.37E+05,1.10E+05,97399,47999,63767,52702,55980,1
275.55,282.54,222.03,231.24,194.26,243.04,221.74,322.33,330.21,812.7,553.21,472.87,222.47,414.57,276.12,311.07,59745,65591,48850,44387,38043,46938,44932,56573,70175,1.20E+05,1.12E+05,84996,45831,63247,50585,54738,1
285.71,289.08,212.99,212.91,211.56,221.49,228.31,302.03,332.13,821.08,595.48,529.9,240.65,375.01,282.5,288.46,59053,65143,46972,41001,38886,43641,46456,51650,68896,1.19E+05,1.10E+05,85186,46379,57172,48866,49194,1
293.33,312.32,237.42,235.78,206.51,218.15,220.54,332.07,316.19,782.78,594.53,562.02,254.42,398.55,295.4,327.71,59259,67739,51400,43253,39199,43214,45626,54075,64044,1.14E+05,1.07E+05,94705,45792,61140,49862,57652,1
309.61,309.57,250.21,248.46,224.84,210.25,245.62,349.27,328.5,800.85,588.72,565.76,256.54,397.88,283.24,310.61,62370,63736,53770,42624,40811,40635,48841,56752,65268,1.18E+05,1.03E+05,93330,44481,62576,48605,55168,1
304.55,295.4,253.07,255.44,198.72,204.78,247.72,351.31,314.34,712.86,521.78,458.78,217.22,390.35,276.85,291.01,61602,59127,53368,42929,37072,38937,48377,59598,63239,1.02E+05,97458,82996,39052,61055,49112,55451,1
263,273.92,225.79,228.91,186.47,200.78,244.71,315.32,306.64,664.87,521.33,403.79,189.41,343.88,275.13,251.17,55313,58095,48699,39080,36455,38879,48677,54348,61677,97039,98586,76602,35405,55102,50356,49669,1
237.6,263.12,205.92,203.77,168.38,197.55,231.65,271.1,302.94,580.73,494.95,405.96,191.52,326.07,284.65,250.2,50434,58339,46614,37278,34617,39447,47830,49268,60923,83630,96381,78978,36343,53876,50601,51042,1
236.12,284.84,188.02,190.56,172.31,203.98,216.52,273.02,309.37,637.04,490.77,470.77,207.82,341.96,276.7,243.67,49558,63000,44321,37328,34534,41480,46797,48997,62745,91424,95939,84752,37669,55447,50168,49619,1
253.91,296.17,213.62,214.3,167.97,205.46,203.89,281.6,332.3,637.06,511.92,465.4,227.88,381.81,274.42,254.43,51292,63682,46400,39171,33638,41662,43856,49674,64734,91263,97354,82678,39676,54952,49094,47955,1
263.7,281.21,198.8,214.45,156.18,201.67,207.27,277.04,304.69,659.73,500.46,469.95,225.97,416.15,271.57,252.65,50581,57896,42834,39691,32116,39275,41870,51907,60505,90303,92546,78003,38492,54509,47264,45209,1
246.58,256.76,195.5,213.8,151.49,204.15,196.61,250.68,288.48,634.91,517.11,416.87,229.99,407.26,257.17,251.69,47638,50553,42457,37839,30488,39920,40177,47013,57332,87622,94329,73695,39449,50244,45449,43657,1
235.73,229.15,168.88,183.54,153.66,205.79,207.31,236.45,247.3,644.22,533,409.96,200.43,377.48,239.37,232.91,46507,45355,40109,34047,29784,39839,42196,44372,53572,93709,96187,75679,36358,49849,44017,44234,1
222.54,225.37,168.78,170.95,154.07,201.58,194.75,220.49,243.41,637.3,537.62,383.26,185.06,327.88,219.21,211.51,45322,46504,39175,30817,30284,40118,40979,39746,52124,98091,96628,73450,34486,47332,42367,41570,1
225.64,228.12,177.25,164.99,153.44,205.34,205.72,239.98,236.05,643.52,530.65,421.17,206.24,310.23,209.18,234.27,46546,49428,40016,31708,31707,40352,41475,43336,49181,94249,93645,76652,34779,47285,38638,43131,1
216.2,228.4,175.38,170.4,146.55,203.57,204.58,233.44,264.67,595.68,462.94,423.21,209.6,299.84,212.74,237.99,45704,48563,39639,32011,29274,38491,39602,42633,51328,81442,86836,71407,35153,43588,36897,42459,1
207.89,232.38,177.33,176.81,158.4,201.49,197.59,230.86,262.61,584.55,424.84,438.33,237.24,304.38,199.64,240.61,44852,49157,41563,35438,30252,38195,38916,41825,53387,74795,82831,73353,37153,43599,35869,43688,1
217.67,215.38,175.84,178.84,171.75,194.69,186.69,204.25,268.19,537.3,391.93,414.52,214.29,316.03,225.48,221.4,46245,44899,40413,34070,33206,36748,36860,39590,54835,71816,78429,69956,37042,47298,39955,43259,1
213.17,205.98,167.52,183.44,174.06,204.83,190.22,218.21,235.26,513.47,390.45,390.1,214.07,334.7,220.81,213.2,44757,44861,38647,34498,32813,38609,36876,43580,49165,74407,74499,66503,36446,52288,41853,41434,1
209.61,214.71,169.62,178.08,170.16,215.56,184.34,221.74,212.35,521.5,400.42,358.99,181.78,338.39,219.45,220,43249,43187,36263,31586,32361,39974,35564,43073,44245,76800,69928,61307,34760,53643,40373,41453,1
201.5,209.57,159.95,190.1,155.72,197.69,178.14,223.85,193.84,527.01,435.12,308.61,164.04,334.26,192.07,207.49,38998,41608,33952,31719,27723,34685,35728,40441,40517,74422,69345,57076,31817,48808,35161,37775,1
192.61,206.27,163.09,183.11,148.62,177.81,169.63,218.24,209.16,507.84,422.27,300.77,163.57,303.42,187.86,209.25,37796,41114,34509,30322,27429,32995,35219,37672,43210,71384,68749,56769,32224,43750,34760,38754,1
215.05,195.85,171.68,181.14,132.71,167.02,174.38,230.38,229.58,527.79,398.04,335.39,176.98,281.08,193.76,208.83,39622,40914,35579,29004,25479,32130,35951,39748,44429,73393,67567,60180,32459,42095,36084,37854,1
203.54,186.66,168.14,155.91,129.52,181.1,173.55,216.84,236.63,481.13,316.2,336.89,182.47,280.01,204.24,206.26,38919,40503,34804,27205,25673,33442,34821,41321,44661,70399,61901,60634,32813,43438,37012,36433,1
207.05,194.12,166.79,156.93,135.38,189.52,163.53,206.83,224.42,499.99,307.06,339.4,189.29,296.14,195.77,204.01,38465,38945,33155,27018,26137,31393,34470,39776,44380,67706,61320,60167,32237,43770,34968,36127,1
192.39,189.16,152.06,152,142.45,177.34,155.06,172.28,222.53,444.38,324.93,306.98,182.86,310.43,204.34,187.58,39182,38207,33614,27426,25201,28600,33796,34650,43650,62957,65501,56868,32190,42627,36197,35198,1
307.62,370.91,257.65,274.78,207.47,240.93,228.29,294.82,357.75,991.01,733.95,615.93,291.49,468.21,279.5,265.21,59280,73976,58866,48302,40425,47292,45761,49754,77318,1.36E+05,1.22E+05,1.10E+05,50126,69822,49930,54198,1
291.82,369.47,260.31,253.8,222.99,242.6,254.22,312.62,370.24,963.38,762.81,557.47,283.99,447.3,255.49,258.72,59028,76342,61280,48254,42218,46745,50498,54808,79929,1.32E+05,1.28E+05,1.05E+05,51836,67566,47901,52377,1
274.87,331.27,267.27,252.36,224.8,209.18,222.42,307.1,375.38,915.24,694.37,518.31,284.43,400.82,212.97,240.68,54998,70127,60834,48255,42374,42016,46772,56431,76197,1.27E+05,1.20E+05,99394,51530,65816,47101,50686,1
233.59,328.61,270.5,232.82,206.17,203.89,230.43,297.88,335.94,934.97,643.39,510.19,278.94,397.83,203.35,238.54,50612,71012,58802,45311,40098,40708,46323,54428,71518,1.36E+05,1.18E+05,98433,49227,63377,44482,48216,1
236.8,325.85,242.17,211.46,174.01,193.7,200.06,239.17,299.34,905.61,577.35,473.15,256.49,365.26,207.6,228.16,50800,68763,54475,44665,35793,39563,40200,46362,64841,1.36E+05,1.11E+05,90798,44107,60471,44220,48796,1
248.14,303.4,236.47,206.23,165.21,199.49,199.51,243.75,283.79,879.74,560.58,453.47,226.3,349.01,196.04,223.97,51678,65565,52620,41670,33722,38315,41004,44604,63470,1.27E+05,1.08E+05,83245,40866,55761,40446,47436,1
235.48,258.17,208.69,202.49,166,193.2,185.29,229.9,274.67,807.71,554.65,435.74,197.16,335.08,193.74,212.59,48180,57930,49437,40880,33087,37285,39229,43662,59969,1.17E+05,1.08E+05,77175,37098,52864,40491,45524,1
223.25,256.02,199.08,199.39,168.63,192.6,198.24,223.88,266.35,748.41,556.71,427.17,201.69,328.13,188.22,192.32,44394,56724,46118,37139,33029,37719,41897,41231,55634,1.09E+05,1.05E+05,73913,37405,51055,38849,41085,1
235.83,291.82,184.23,194.8,168.93,193.15,195.98,224.41,260.18,696.14,516.43,435.09,215.88,322.54,205.51,193.28,46615,60402,45788,36758,32128,38658,40803,42107,54533,1.07E+05,1.01E+05,78122,39827,50301,41338,40204,1
242.26,303.17,189,193.42,182.92,186.59,190.73,230.63,254.64,745.27,532.41,459.12,234.16,322.89,199.01,206.01,45540,61509,45968,35257,32837,36730,39469,39847,54740,1.11E+05,1.04E+05,86160,42616,50398,39900,42710,1
247.07,283.09,194.99,210.58,176.59,200.12,208.99,241.62,265.51,801.9,486.81,475.86,235.08,372.28,201.59,215.2,46803,57664,45262,36233,31364,36424,39039,43079,57001,1.13E+05,96576,88858,43246,53684,41849,43528,1
238.32,242.63,200.08,211.52,185.16,184.95,226.82,229.92,243.48,780.4,494.94,459.39,221.15,372.96,201.79,215.6,45462,50741,42437,38493,32515,33880,40889,40311,54531,1.09E+05,94377,86635,40550,56059,41607,40980,1
214.13,245.59,193.56,211.78,172,189.59,236.82,207.17,229.61,697.86,485.26,403.82,190.13,374.03,201.1,188.5,43094,50275,40730,36834,31578,36465,41380,37047,49804,1.02E+05,86665,77905,36206,54055,40307,36262,1
204.07,254.18,186.74,184.9,173.73,169.63,206.1,186.81,222.4,681.89,538,395.6,203.76,331.62,205.32,179.88,41683,48186,39676,35015,32072,35643,37938,33865,47746,1.01E+05,87209,74853,35330,50087,38575,34529,1
179.14,250.6,181.26,173.17,155.32,175.47,185.47,185.95,233.51,645.57,503.9,380.12,220.91,325.94,199.37,162.91,37097,46700,37821,30689,30423,36165,35342,32218,47440,92757,82270,72422,35238,48464,38554,33274,1
203.04,248.48,176.59,159.63,146.06,173.92,173.57,185.22,252.01,655.95,485.44,390.03,228.77,298.41,201.89,175.38,41062,45159,38007,29386,28858,34253,35414,34934,51256,92712,85743,71155,36141,48055,40377,35462,1
196.74,242.52,178.18,157.9,140.45,172.57,170.49,187.55,255.11,541.24,418.83,345.86,192.96,302.42,184.07,198.02,40314,46775,39122,28775,28510,32851,35021,36465,51190,83924,83468,65791,33378,48096,38074,37872,1
204.53,230.88,176.24,156.72,145.37,166.1,168.65,183.63,255.71,563.64,412.13,331.49,169.55,280.02,161.34,201.49,42115,45956,39284,28815,28087,31706,34408,35941,51405,83627,79394,60719,32077,45161,33356,38227,1
179.1,207.45,167.49,151.23,148.6,174.95,165.39,185.55,227.87,463.7,384.44,298.76,168.28,276.15,147.05,191.07,36135,42858,36207,28838,28111,31881,33090,33839,44076,71881,69134,55012,32315,45125,30099,35335,1
162.78,176.14,159.05,149.18,143.03,168.62,172.59,180.17,196.25,463.87,363.12,293.97,169.76,243.22,157.57,165.53,32558,38263,34550,26886,25679,31065,33889,30909,38443,69227,61735,52402,30785,42411,29750,31152,1
170.19,185.33,142.51,164.37,141.36,174.42,171.28,195.15,198.98,444.92,370.63,289.88,176.82,281.15,168.45,176.82,32425,39696,31848,27553,25943,30944,34297,33198,37941,66778,61469,52215,32309,44741,32206,31923,1
169.4,189.48,161.09,178.82,149.4,162.14,174.79,205.58,199.07,451.1,351.5,304.63,182.71,330.26,177.29,190.81,33052,41518,33781,30158,26018,30539,34483,34577,40896,65929,62157,56687,31366,47879,34112,33190,1
165.64,195.14,159.42,170.84,152.77,173.45,187.04,203.36,204.42,428.16,330.96,305.28,181.25,350.86,162.69,185.45,32529,41629,33861,29455,26940,32930,37619,34901,42051,61979,60908,57557,31846,48588,33211,32368,1
166.16,183.81,165.36,161.99,162.6,169.34,186.31,199.58,181.02,428.16,334.87,326.1,179.94,334.85,163.97,175.75,32026,38459,34151,29758,27548,33789,37295,34577,37587,61178,63836,54614,30010,45586,32225,31293,1
166.28,179.07,156.18,144.68,142.08,163.59,180.2,177.64,187.52,389.48,317.58,311.52,155.54,276.91,157.82,157.71,32548,37358,33247,26584,25068,32582,35814,32196,37283,58261,61605,53386,28332,38285,30544,30303,1
169.65,167.2,156.68,153.85,142.35,147.78,169.07,192.14,190.83,375.51,319.73,322.85,171.15,268.61,164.61,154.69,32644,37460,31289,27407,24362,29100,33270,33000,36614,57306,62729,52860,29710,36706,30991,31316,1
156.24,176.14,158.63,157.86,142.14,161.2,172.81,180.56,182.78,342.73,317.2,311.54,159.91,291.35,160.35,150.89,31794,40236,32013,27907,24092,28668,33352,32222,36356,57439,61007,56792,29340,41195,29552,31995,1
